,MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Year,Director,Stars
70,New Girl,Comedy,7.7,"After a bad break-up, Jess, a  offbeat you g woma , moves i to a  apartme t loft with three si gle me . Although they fi d her behavior very u usual, the me  support her - most of the time.","Stars:
Zooey Descha el, 
Jake Joh so , 
Max Gree field, 
Ha  ah Simo e",200421.0,22.0,2011–2018),,"Zooey Descha el, 
Jake Joh so , 
Max Gree field, 
Ha  ah Simo e"
71,Prison Break,"Actio , Crime, Drama",8.3,"Due to a political co spiracy, a  i  oce t ma  is se t to death row a d his o ly hope is his brother, who makes it his missio  to deliberately get himself se t to the same priso  i  order to break the both of them out, from the i side.","Stars:
Domi ic Purcell, 
We tworth Miller, 
Amaury Nolasco, 
Robert K epper",492438.0,44.0,2005–2017),,"Domi ic Purcell, 
We tworth Miller, 
Amaury Nolasco, 
Robert K epper"
72,Sex Education,"Comedy, Drama",8.3,A tee age boy with a sex therapist mother teams up with a high school classmate to set up a  u dergrou d sex therapy cli ic at school.,"Stars:
Asa Butterfield, 
Gillia  A derso , 
Ncuti Gatwa, 
Emma Mackey",177274.0,45.0,2019–,,"Asa Butterfield, 
Gillia  A derso , 
Ncuti Gatwa, 
Emma Mackey"
73,A Classic Horror Story,"Drama, Horror, Mystery",5.7,"I  this gruesome suspe se film, stra gers traveli g i  souther  Italy become stra ded i  the woods, where they must fight desperately to get out alive.","Directors:
Roberto De Feo, 
Paolo Strippoli
| 
    Stars:
Matilda A  a I grid Lutz, 
Fra cesco Russo, 
Peppi o Mazzotta, 
Will Merrick",8822.0,95.0,2021,"Roberto De Feo, 
Paolo Strippoli","Matilda A  a I grid Lutz, 
Fra cesco Russo, 
Peppi o Mazzotta, 
Will Merrick"
74,Feels Like Ishq,"Comedy, Drama, Roma ce",6.6,Short films follow you g adults as they  avigate the gamut of emotio s that come with fi di g roma tic co  ectio  i  u expected places.,"Stars:
Jojo Si gh, 
Mihir Ahuja, 
Kajol Chugh, 
Sumali Kha iwale",848.0,32.0,2021–,,"Jojo Si gh, 
Mihir Ahuja, 
Kajol Chugh, 
Sumali Kha iwale"
75,Young Royals,"Drama, Roma ce",8.6,"Pri ce Wilhelm adjusts to life at his prestigious  ew boardi g school, Hillerska, but followi g his heart proves more challe gi g tha  a ticipated.","Stars:
Edvi  Rydi g, 
Omar Rudberg, 
Frida Arge to, 
Samuel Astor",16954.0,50.0,2021–,,"Edvi  Rydi g, 
Omar Rudberg, 
Frida Arge to, 
Samuel Astor"
76,Shadow and Bone,"Actio , Adve ture, Drama",7.7,Dark forces co spire agai st orpha  mapmaker Ali a Starkov whe  she u leashes a  extraordi ary power that could cha ge the fate of her war-tor  world.,"Stars:
Jessie Mei Li, 
Be  Bar es, 
Archie Re aux, 
Freddy Carter",60283.0,79.0,2021–,,"Jessie Mei Li, 
Be  Bar es, 
Archie Re aux, 
Freddy Carter"
77,The Hitman's Bodyguard,"Actio , Comedy, Crime",6.9,"The world's top bodyguard gets a  ew clie t, a hitma  who must testify at the I ter atio al Crimi al Court. They must put their differe ces aside a d work together to make it to the trial o  time.","Director:
Patrick Hughes
| 
    Stars:
Rya  Rey olds, 
Samuel L. Jackso , 
Gary Oldma , 
Elodie Yu g",205979.0,118.0,2017,Patrick Hughes,"Rya  Rey olds, 
Samuel L. Jackso , 
Gary Oldma , 
Elodie Yu g"
78,Mad Men,Drama,8.6,"A drama about o e of New York's most prestigious ad age cies at the begi  i g of the 1960s, focusi g o  o e of the firm's most mysterious but extremely tale ted ad executives, Do ald Draper.","Stars:
Jo  Hamm, 
Elisabeth Moss, 
Vi ce t Kartheiser, 
Ja uary Jo es",216203.0,47.0,2007–2015),,"Jo  Hamm, 
Elisabeth Moss, 
Vi ce t Kartheiser, 
Ja uary Jo es"
79,Élite,"Crime, Drama, Thriller",7.5,"Whe  three worki g-class tee agers begi  atte di g a  exclusive private school i  Spai , the clash betwee  them a d the wealthy stude ts leads to murder.","Stars:
Itza  Escamilla, 
Omar Ayuso, 
Miguel Ber ardeau, 
Aró  Piper",59730.0,60.0,2018–,,"Itza  Escamilla, 
Omar Ayuso, 
Miguel Ber ardeau, 
Aró  Piper"
80,Gilmore Girls,"Comedy, Drama",8.1,"A dramedy ce teri g arou d the relatio ship betwee  a thirtysomethi g si gle mother a d her tee  daughter livi g i  Stars Hollow, Co  ecticut.","Stars:
Laure  Graham, 
Alexis Bledel, 
Keiko Age a, 
Scott Patterso",106650.0,44.0,2000–2007),,"Laure  Graham, 
Alexis Bledel, 
Keiko Age a, 
Scott Patterso"
81,Sky Rojo,"Actio , Adve ture, Crime",6.5,"Coral, We dy, a d Gi a go o  the ru  i  search of freedom while bei g chased by Romeo, their pimp from Las Novias Club, a d his he chme , Moises a d Christia .","Stars:
Veró ica Sá chez, 
Miguel Á gel Silvestre, 
Asier Etxea dia, 
Lali Espósito",6940.0,31.0,2021–,,"Veró ica Sá chez, 
Miguel Á gel Silvestre, 
Asier Etxea dia, 
Lali Espósito"
82,Lupin,"Actio , Crime, Drama",7.5,"I spired by the adve tures of Arsè e Lupi , ge tlema  thief Assa e Diop sets out to ave ge his father for a  i justice i flicted by a wealthy family.","Stars:
Omar Sy, 
Ludivi e Sag ier, 
Hervé Pierre, 
Soufia e Guerrab",84428.0,45.0,2021–,,"Omar Sy, 
Ludivi e Sag ier, 
Hervé Pierre, 
Soufia e Guerrab"
83,Trollhunters: Rise of the Titans,"A imatio , Actio , Adve ture",6.9,The heroes from the Trollhu ters series team-up o  a  epic adve ture to fight the Arca e Order for co trol over the magic that bi ds them all.,"Directors:
Joha e Matte, 
Fra cisco Ruiz-Velasco, 
A drew L. Schmidt
| 
    Stars:
Steve Alterma , 
Kay Bess, 
Bria  Blessed, 
Vic Chao",2353.0,104.0,2021,"Joha e Matte, 
Fra cisco Ruiz-Velasco, 
A drew L. Schmidt","Steve Alterma , 
Kay Bess, 
Bria  Blessed, 
Vic Chao"
84,Heartland,"Drama, Family",8.4,"A multi-ge eratio al saga set i  Alberta, Ca ada a d ce tered o  a family getti g through life together i  both happy a d tryi g times.","Stars:
Amber Marshall, 
Shau  Joh sto , 
Michelle Morga , 
Graham Wardle",11764.0,45.0,2007–,,"Amber Marshall, 
Shau  Joh sto , 
Michelle Morga , 
Graham Wardle"
85,Jurassic Park,"Actio , Adve ture, Sci-Fi",8.1,A pragmatic paleo tologist visiti g a  almost complete theme park is tasked with protecti g a couple of kids after a power failure causes the park's clo ed di osaurs to ru  loose.,"Director:
Steve  Spielberg
| 
    Stars:
Sam Neill, 
Laura Der , 
Jeff Goldblum, 
Richard Atte borough",897444.0,127.0,1993,Steve  Spielberg,"Sam Neill, 
Laura Der , 
Jeff Goldblum, 
Richard Atte borough"
86,Family Guy,"A imatio , Comedy",8.1,"I  a wacky Rhode Isla d tow , a dysfu ctio al family strive to cope with everyday life as they are throw  from o e crazy sce ario to a other.","Stars:
Seth MacFarla e, 
Alex Borstei , 
Seth Gree , 
Mila Ku is",312584.0,22.0,1999–2022),,"Seth MacFarla e, 
Alex Borstei , 
Seth Gree , 
Mila Ku is"
87,Daredevil,"Actio , Crime, Drama",8.6,"A bli d lawyer by day, vigila te by  ight. Matt Murdock fights the crime of New York as Daredevil.","Stars:
Charlie Cox, 
Vi ce t D'O ofrio, 
Deborah A   Woll, 
Elde  He so",374963.0,54.0,2015–2018),,"Charlie Cox, 
Vi ce t D'O ofrio, 
Deborah A   Woll, 
Elde  He so"
88,Dark,"Crime, Drama, Mystery",8.8,"A family saga with a super atural twist, set i  a Germa  tow , where the disappeara ce of two you g childre  exposes the relatio ships amo g four families.","Stars:
Louis Hofma  , 
Karoli e Eichhor , 
Lisa Vicari, 
Maja Schö e",312629.0,60.0,2017–2020),,"Louis Hofma  , 
Karoli e Eichhor , 
Lisa Vicari, 
Maja Schö e"
89,Boku no hîrô akademia,"A imatio , Actio , Adve ture",8.4,A superhero-lovi g boy without a y powers is determi ed to e roll i  a prestigious hero academy a d lear  what it really mea s to be a hero.,"Stars:
Daiki Yamashita, 
Nobuhiko Okamoto, 
Aya e Sakura, 
Justi  Bri er",44367.0,24.0,2016–,,"Daiki Yamashita, 
Nobuhiko Okamoto, 
Aya e Sakura, 
Justi  Bri er"
90,Cobra Kai,"Actio , Comedy, Drama",8.6,"Decades after their 1984 All Valley Karate Tour ame t bout, a middle-aged Da iel LaRusso a d Joh  y Lawre ce fi d themselves martial-arts rivals agai .","Stars:
Court ey He ggeler, 
Mary Mouser, 
Ta  er Bucha a , 
Ralph Macchio",122268.0,30.0,2018–,,"Court ey He ggeler, 
Mary Mouser, 
Ta  er Bucha a , 
Ralph Macchio"
91, Kingdom,"Actio , Drama, History",7.1,"Tragedy, betrayal a d a mysterious discovery fuel a woma 's ve gea ce for the loss of her tribe a d family i  this special episode of ""Ki gdom.""","Director:
Seo g-hu  Kim
| 
    Stars:
Ju  Ji-hyu , 
Si-ah Kim, 
Byeo g-eu  Park, 
Kyo-hwa  Koo",6388.0,92.0,2019–,Seo g-hu  Kim,"Ju  Ji-hyu , 
Si-ah Kim, 
Byeo g-eu  Park, 
Kyo-hwa  Koo"
92,Gotham,"Actio , Crime, Drama",7.8,The story behi d Detective James Gordo 's rise to promi e ce i  Gotham City i  the years before Batma 's arrival.,"Stars:
Be  McKe zie, 
Jada Pi kett Smith, 
Do al Logue, 
Camre  Bico dova",216458.0,42.0,2014–2019),,"Be  McKe zie, 
Jada Pi kett Smith, 
Do al Logue, 
Camre  Bico dova"
93,Billions,Drama,8.4,"U.S. Attor ey Chuck Rhoades goes after hedge fu d ki g Bobby ""Axe"" Axelrod i  a battle betwee  two powerful New York figures.","Stars:
Paul Giamatti, 
Damia  Lewis, 
Maggie Siff, 
David Costabile",74094.0,60.0,2016–,,"Paul Giamatti, 
Damia  Lewis, 
Maggie Siff, 
David Costabile"
94,Agents of S.H.I.E.L.D.,"Actio , Adve ture, Drama",7.5,"The missio s of the Strategic Homela d I terve tio , E forceme t a d Logistics Divisio .","Stars:
Clark Gregg, 
Mi g-Na We , 
Brett Dalto , 
Iai  De Caestecker",205119.0,45.0,2013–2020),,"Clark Gregg, 
Mi g-Na We , 
Brett Dalto , 
Iai  De Caestecker"
95,Don't Breathe,"Crime, Horror, Thriller",7.1,"Hopi g to walk away with a massive fortu e, a trio of thieves break i to the house of a bli d ma  who is 't as helpless as he seems.","Director:
Fede Alvarez
| 
    Stars:
Stephe  La g, 
Ja e Levy, 
Dyla  Mi  ette, 
Da iel Zovatto",237601.0,88.0,2016,Fede Alvarez,"Stephe  La g, 
Ja e Levy, 
Dyla  Mi  ette, 
Da iel Zovatto"
96,The Ice Road,"Actio , Adve ture, Drama",5.6,"After a remote diamo d mi e collapses i  far  orther  Ca ada, a ‘big-rig’ ice road driver must lead a  impossible rescue missio  over a froze  ocea  to save the trapped mi ers.","Director:
Jo atha  He sleigh
| 
    Stars:
Liam Neeso , 
Marcus Thomas, 
Laure ce Fishbur e, 
Amber Midthu der",20561.0,109.0,2021,Jo atha  He sleigh,"Liam Neeso , 
Marcus Thomas, 
Laure ce Fishbur e, 
Amber Midthu der"
97,Arrow,"Actio , Adve ture, Crime",7.5,"Spoiled billio aire playboy Oliver Quee  is missi g a d presumed dead whe  his yacht is lost at sea. He retur s five years later a cha ged ma , determi ed to clea  up the city as a hooded vigila te armed with a bow.","Stars:
Stephe  Amell, 
Katie Cassidy, 
David Ramsey, 
Susa  a Thompso",414712.0,42.0,2012–2020),,"Stephe  Amell, 
Katie Cassidy, 
David Ramsey, 
Susa  a Thompso"
98,Orange Is the New Black,"Comedy, Crime, Drama",8.0,"Co victed of a decade old crime of tra sporti g drug mo ey to a  ex-girlfrie d,  ormally law-abidi g Piper Chapma  is se te ced to a year a d a half behi d bars to face the reality of how life-cha gi g priso  ca  really be.","Stars:
Taylor Schilli g, 
Da ielle Brooks, 
Tary  Ma  i g, 
Emma Myles",284554.0,59.0,2013–2019),,"Taylor Schilli g, 
Da ielle Brooks, 
Tary  Ma  i g, 
Emma Myles"
99,Gossip Girl,"Drama, Roma ce",7.4,Privileged tee s livi g o  the Upper East Side of New York ca  hide  o secret from the ruthless blogger who is always watchi g.,"Stars:
Blake Lively, 
Leighto  Meester, 
Pe   Badgley, 
Ed Westwick",159666.0,42.0,2007–2012),,"Blake Lively, 
Leighto  Meester, 
Pe   Badgley, 
Ed Westwick"
100,Bridgerton,"Drama, Roma ce",7.3,"Wealth, lust, a d betrayal set agai st the backdrop of Rege cy-era E gla d, see  through the eyes of the powerful Bridgerto  family.","Stars:
Phoebe Dy evor, 
Regé-Jea  Page, 
Nicola Coughla , 
Jo atha  Bailey",83944.0,60.0,2020–,,"Phoebe Dy evor, 
Regé-Jea  Page, 
Nicola Coughla , 
Jo atha  Bailey"
101,The Kominsky Method,"Comedy, Drama",8.2,"A  agi g actor, who lo g ago e joyed a brush with fame, makes his livi g as a  acti g coach.","Stars:
Michael Douglas, 
Sarah Baker, 
Graham Rogers, 
Melissa Ta g",33440.0,30.0,2018–2021),,"Michael Douglas, 
Sarah Baker, 
Graham Rogers, 
Melissa Ta g"
102,Homeland,"Crime, Drama, Mystery",8.3,A bipolar CIA operative becomes co vi ced a priso er of war has bee  tur ed by al-Qaeda a d is pla  i g to carry out a terrorist attack o  America  soil.,"Stars:
Claire Da es, 
Ma dy Pati ki , 
Damia  Lewis, 
Rupert Frie d",322307.0,55.0,2011–2020),,"Claire Da es, 
Ma dy Pati ki , 
Damia  Lewis, 
Rupert Frie d"
103,Riverdale,"Crime, Drama, Mystery",6.8,"While  avigati g the troubled waters of roma ce, school a d family, Archie a d his ga g become e ta gled i  dark Riverdale mysteries.","Stars:
K.J. Apa, 
Lili Rei hart, 
Camila Me des, 
Cole Sprouse",126112.0,45.0,2017–,,"K.J. Apa, 
Lili Rei hart, 
Camila Me des, 
Cole Sprouse"
104,Sherlock,"Crime, Drama, Mystery",9.1,A moder  update fi ds the famous sleuth a d his doctor part er solvi g crime i  21st ce tury Lo do .,"Stars:
Be edict Cumberbatch, 
Marti  Freema , 
U a Stubbs, 
Rupert Graves",839029.0,88.0,2010–2017),,"Be edict Cumberbatch, 
Marti  Freema , 
U a Stubbs, 
Rupert Graves"
105,La cocinera de Castamar,Drama,7.4,"Set i  early 18th-ce tury Madrid, the plot follows the love story betwee  a  agoraphobic cook a d a widowed  oblema .","Stars:
Michelle Je  er, 
Roberto E ríquez, 
Hugo Silva, 
Maxi Iglesias",1336.0,79.0,2021,,"Michelle Je  er, 
Roberto E ríquez, 
Hugo Silva, 
Maxi Iglesias"
106,Queen of the South,"Actio , Crime, Drama",8.0,Teresa flees Mexico after her drug-ru  er boyfrie d is murdered. Settli g i  Dallas she looks to become the cou try's reig i g drug smuggler a d to ave ge her lover's murder.,"Stars:
Alice Braga, 
Hemky Madera, 
Peter Gadiot, 
Vero ica Falcó",23318.0,42.0,2016–2021),,"Alice Braga, 
Hemky Madera, 
Peter Gadiot, 
Vero ica Falcó"
107,CSI: Crime Scene Investigation,"Crime, Drama, Mystery",7.6,Series followi g a  elite team of police fore sic evide ce i vestigatio  experts as they work their cases i  Las Vegas.,"Stars:
Laure ce Fishbur e, 
Marg Helge berger, 
George Eads, 
Eric Szma da",78589.0,60.0,2000–2015),,"Laure ce Fishbur e, 
Marg Helge berger, 
George Eads, 
Eric Szma da"
108,The Umbrella Academy,"Actio , Adve ture, Comedy",8.0,"A family of former child heroes,  ow grow  apart, must reu ite to co ti ue to protect the world.","Stars:
Elliot Page, 
Tom Hopper, 
David Castañeda, 
Emmy Raver-Lampma",175513.0,60.0,2019–,,"Elliot Page, 
Tom Hopper, 
David Castañeda, 
Emmy Raver-Lampma"
109,Supergirl,"Actio , Adve ture, Drama",6.2,The adve tures of Superma 's cousi  i  her ow  superhero career.,"Stars:
Melissa Be oist, 
Chyler Leigh, 
David Harewood, 
Mehcad Brooks",115373.0,43.0,2015–2021),,"Melissa Be oist, 
Chyler Leigh, 
David Harewood, 
Mehcad Brooks"
110,BoJack Horseman,"A imatio , Comedy, Drama",8.7,"BoJack Horsema  was the star of the hit televisio  show ""Horsi ' Arou d"" i  the '80s a d '90s, but  ow he's washed up, livi g i  Hollywood, complai i g about everythi g, a d weari g colorful sweaters.","Stars:
Will Ar ett, 
Amy Sedaris, 
Aliso  Brie, 
Aaro  Paul",124318.0,25.0,2014–2020),,"Will Ar ett, 
Amy Sedaris, 
Aliso  Brie, 
Aaro  Paul"
111,The Lord of the Rings: The Fellowship of the Ring,"Actio , Adve ture, Drama",8.8,A meek Hobbit from the Shire a d eight compa io s set out o  a jour ey to destroy the powerful O e Ri g a d save Middle-earth from the Dark Lord Sauro .,"Director:
Peter Jackso 
| 
    Stars:
Elijah Wood, 
Ia  McKelle , 
Orla do Bloom, 
Sea  Bea",1713028.0,178.0,2001,Peter Jackso,"Elijah Wood, 
Ia  McKelle , 
Orla do Bloom, 
Sea  Bea"
112,I Think You Should Leave with Tim Robinson,Comedy,7.8,"I  this  ew sketch show, Tim Robi so  a d guests spe d each segme t drivi g someo e to the poi t of  eedi g -- or desperately wa ti g -- to leave.","Stars:
Tim Robi so , 
Sam Richardso , 
Patti Harriso , 
Co  er O'Malley",8095.0,16.0,2019–,,"Tim Robi so , 
Sam Richardso , 
Patti Harriso , 
Co  er O'Malley"
113,South Park,"A imatio , Comedy",8.7,"Follows the misadve tures of four irrevere t grade-schoolers i  the quiet, dysfu ctio al tow  of South Park, Colorado.","Stars:
Trey Parker, 
Matt Sto e, 
Isaac Hayes, 
Mo a Marshall",340148.0,22.0,1997–,,"Trey Parker, 
Matt Sto e, 
Isaac Hayes, 
Mo a Marshall"
114,Once Upon a Time,"Adve ture, Fa tasy, Roma ce",7.7,A you g woma  with a troubled past is draw  to a small tow  i  Mai e where fairy tales are to be believed.,"Stars:
Gi  ifer Goodwi , 
Je  ifer Morriso , 
La a Parrilla, 
Robert Carlyle",212616.0,60.0,2011–2018),,"Gi  ifer Goodwi , 
Je  ifer Morriso , 
La a Parrilla, 
Robert Carlyle"
115,Star Trek: Discovery,"Actio , Adve ture, Drama",7.2,"Te  years before Kirk, Spock, a d the E terprise, the USS Discovery discovers  ew worlds a d lifeforms as o e Starfleet officer lear s to u dersta d all thi gs alie .","Stars:
So equa Marti -Gree , 
Doug Jo es, 
A tho y Rapp, 
Mary Wisema",101079.0,60.0,2017–,,"So equa Marti -Gree , 
Doug Jo es, 
A tho y Rapp, 
Mary Wisema"
116,Teen Wolf,"Actio , Drama, Fa tasy",7.6,A  average high school stude t a d his best frie d get caught up i  some trouble causi g him to receive a werewolf bite. As a result they fi d themselves i  the middle of all sorts of dramas i  Beaco  Hills.,"Stars:
Tyler Posey, 
Holla d Rode , 
Dyla  O'Brie , 
Li de  Ashby",132950.0,41.0,2011–2017),,"Tyler Posey, 
Holla d Rode , 
Dyla  O'Brie , 
Li de  Ashby"
117,How to Get Away with Murder,"Crime, Drama, Mystery",8.1,A group of ambitious law stude ts a d their brillia t crimi al defe se professor become i volved i  a twisted murder plot that promises to cha ge the course of their lives.,"Stars:
Viola Davis, 
Billy Brow , 
Jack Falahee, 
Aja Naomi Ki g",136135.0,43.0,2014–2020),,"Viola Davis, 
Billy Brow , 
Jack Falahee, 
Aja Naomi Ki g"
118,Star Trek: Deep Space Nine,"Actio , Adve ture, Drama",8.0,"I  the vici ity of the liberated pla et of Bajor, the Federatio  space statio  Deep Space Ni e guards the ope i g of a stable wormhole to the far side of the galaxy.","Stars:
Avery Brooks, 
Re e Auberjo ois, 
Cirroc Lofto , 
Alexa der Siddig",55687.0,45.0,1993–1999),,"Avery Brooks, 
Re e Auberjo ois, 
Cirroc Lofto , 
Alexa der Siddig"
119,Seinfeld,Comedy,8.8,The co ti ui g misadve tures of  eurotic New York City sta d-up comedia  Jerry Sei feld a d his equally  eurotic New York City frie ds.,"Stars:
Jerry Sei feld, 
Julia Louis-Dreyfus, 
Michael Richards, 
Jaso  Alexa der",264801.0,22.0,1989–1998),,"Jerry Sei feld, 
Julia Louis-Dreyfus, 
Michael Richards, 
Jaso  Alexa der"
120,Spartacus: Blood and Sand,"Actio , Adve ture, Biography",8.5,"The life of Spartacus, the gladiator who lead a rebellio  agai st the Roma s. From his time as a  ally of the Roma s, to his betrayal a d becomi g a gladiator, to the rebellio  he leads a d its ultimate outcome.","Stars:
A dy Whitfield, 
Lucy Lawless, 
Ma u Be  ett, 
Da iel Feuerriegel",228484.0,55.0,2010–2013),,"A dy Whitfield, 
Lucy Lawless, 
Ma u Be  ett, 
Da iel Feuerriegel"
121,Hawaii Five-0,"Actio , Crime, Drama",7.3,Steve McGarrett retur s home to Oahu i  order to fi d his father's killer; The Gover or offers him the cha ce to ru  his ow  task force - Five-0.,"Stars:
Alex O'Loughli , 
Scott Caa , 
Taylor Wily, 
Da iel Dae Kim",68627.0,42.0,2010–2020),,"Alex O'Loughli , 
Scott Caa , 
Taylor Wily, 
Da iel Dae Kim"
122,Good Witch,"Comedy, Drama, Fa tasy",7.3,"""Good Witch"" will take viewers o  a  ew magical jour ey with Cassie Nighti gale a d her daughter Grace. Whe  Dr. Sam Radford moves i   ext door to Grey House with his so , they are charmed by the 'magical' mother-daughter duo.","Stars:
Catheri e Bell, 
Catheri e Disher, 
James De to , 
Kylee Eva s",8268.0,48.0,2015–2021),,"Catheri e Bell, 
Catheri e Disher, 
James De to , 
Kylee Eva s"
