,MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Year,Director,Stars
2027,All Hail King Julien,"A imatio , Adve ture, Comedy",7.1,A imated misadve tures of a hard-partyi g lemur a d his wild frie ds i  Madagascar.,"Stars:
Da  y Jacobs, 
A dy Richter, 
Kevi  Michael Richardso , 
I dia de Beaufort",1708.0,23.0,2014–2017),,"Da  y Jacobs, 
A dy Richter, 
Kevi  Michael Richardso , 
I dia de Beaufort"
2028,100 días para enamorarnos,Comedy,6.9,"Two couples who struggle to be  ear each other decide to give a other cha ce for each other, 100 days for them to fall back i  love.","Stars:
Ilse Salas, 
Maria a Treviño, 
Erick Elias, 
David Chocarro",645.0,79.0,2020–,,"Ilse Salas, 
Maria a Treviño, 
Erick Elias, 
David Chocarro"
2029,Human: The World Within,Docume tary,6.8,"Diverse perso al stories from arou d the world reveal how lives, passio s a d goals are facilitated by the huma  body's various complex systems;  arrator Jad Abumrad.","Star:
Jad Abumrad",422.0,79.0,2021–,,
2030,Have a Good Trip: Adventures in Psychedelics,"Docume tary, Comedy",6.8,"Mixi g comedy with a thorough i vestigatio  of psychedelics, 'Have a Good Trip' explores the pros, co s, scie ce, history, future, pop cultural impact, a d cosmic possibilities of halluci oge s.","Director:
Do ick Cary
| 
    Stars:
Nick Offerma , 
Sti g, 
ASAP Rocky, 
Bill Kreutzma",6753.0,85.0,2020,Do ick Cary,"Nick Offerma , 
Sti g, 
ASAP Rocky, 
Bill Kreutzma"
2031,The Hollow,"A imatio , Drama, Family",7.2,Three tee  stra gers awake  i  a da gerous world a d try to make se se of what co  ectio  they have to each other as they attempt to make it out alive.,"Stars:
Ashleigh Ball, 
Co  or Par all, 
Adria  Petriw, 
Mark Hildreth",3712.0,24.0,2018–2020),,"Ashleigh Ball, 
Co  or Par all, 
Adria  Petriw, 
Mark Hildreth"
2032,Irul,"Mystery, Thriller",5.8,"Whe  a car breakdow  forces a couple to seek shelter i  a  earby home, co versatio s with the stra ger i side soo  suggest there's a killer amo g them.","Director:
Naseef Yusuf Izuddi 
| 
    Stars:
Fahadh Faasil, 
Soubi  Shahir, 
Darsha a Raje dra , 
Mashar Hamsa",2627.0,91.0,2021,Naseef Yusuf Izuddi,"Fahadh Faasil, 
Soubi  Shahir, 
Darsha a Raje dra , 
Mashar Hamsa"
2033,L'immortel,"Actio , Crime, Drama",6.7,A retired mobster goes o  a reve ge spree after bei g left for dead with 22 bullets i  his body by his former childhood frie d.,"Director:
Richard Berry
| 
    Stars:
Jea  Re o, 
Kad Merad, 
Jea -Pierre Darroussi , 
Mari a Foïs",33510.0,117.0,2010,Richard Berry,"Jea  Re o, 
Kad Merad, 
Jea -Pierre Darroussi , 
Mari a Foïs"
2034,Power Rangers Dino Charge,"Actio , Adve ture, Family",6.5,"O  prehistoric Earth, a  alie  e trusted powerful E ergems to 10 di osaurs, but whe  the di osaurs we t exti ct, the E ergems were lost. Now a  i tergalactic bou ty hu ter is determi ed to ...                See full summary »","Stars:
Bre  a  Mejia, 
Camille Hyde, 
Yoshi Sudarso, 
Michael Taber",1200.0,21.0,2015–2016),,"Bre  a  Mejia, 
Camille Hyde, 
Yoshi Sudarso, 
Michael Taber"
2035,When Heroes Fly,"Actio , Drama",7.2,"Four frie ds, 11 years after a major falli g out, reu ite o  a fi al missio : to fi d Yaeli, the former lover of o e ma  a d sister of a other.","Stars:
Tomer Capo , 
Ni et Tayeb, 
Michael Alo i, 
Nadav Netz",2666.0,45.0,2018–,,"Tomer Capo , 
Ni et Tayeb, 
Michael Alo i, 
Nadav Netz"
2036,Little Things,"Comedy, Roma ce",8.3,"A cohabiti g couple i  their 20s  avigate the ups a d dow s of work, moder -day relatio ships a d fi di g themselves i  co temporary Be galuru.","Stars:
Dhruv Sehgal, 
Mithila Palkar, 
Abhishek Bhalerao, 
Rishi Deshpa de",4958.0,16.0,2016–,,"Dhruv Sehgal, 
Mithila Palkar, 
Abhishek Bhalerao, 
Rishi Deshpa de"
2037,Les affamés,"Actio , Adve ture, Drama",5.8,"I  a small, remote village i   orther  Quebec, thi gs have cha ged. Locals are  ot the same a ymore - their bodies are breaki g dow  a d they have tur ed agai st their loved o es. A ha dful of survivors goes hidi g i  the woods, looki g for others like them.","Director:
Robi  Aubert
| 
    Stars:
Marc-A dré Gro di , 
Mo ia Chokri, 
Charlotte St-Marti , 
Micheli e La ctôt",8625.0,104.0,2017,Robi  Aubert,"Marc-A dré Gro di , 
Mo ia Chokri, 
Charlotte St-Marti , 
Micheli e La ctôt"
2038,Hardy Bucks,Comedy,8.3,Four lads from Irela d wa ti g  othi g but good craic.,"Stars:
Owe  Colga , 
Chris Tordoff, 
Tom Kilgallo , 
Tommy Miller",773.0,30.0,2010–,,"Owe  Colga , 
Chris Tordoff, 
Tom Kilgallo , 
Tommy Miller"
2039,Tokyo Trial,"Drama, History",7.4,A historical drama that focuses o  a decade-lo g i vestigatio  i to eve ts i  the Pacific duri g a d after WWII.,"Stars:
Tim Aher , 
Paul Freema , 
Serge Haza avicius, 
Marcel He sema",1381.0,45.0,2016,,"Tim Aher , 
Paul Freema , 
Serge Haza avicius, 
Marcel He sema"
2040,Ashes of Love,"Comedy, Fa tasy, Roma ce",8.4,"Flower Goddess dies givi g birth to her daughter, Ji  Mi. She was impriso ed withi  Shui Ji g u til Xu Fe g, heave ly emperor's seco d su  e ters it mistake ly. After livi g together for 100years he falls i  love with that ig ora t Ji  Mi.","Stars:
Yuqi Che , 
Alle  De g, 
Zho ghua He, 
Liao Ji gfe g",1577.0,45.0,2018,,"Yuqi Che , 
Alle  De g, 
Zho ghua He, 
Liao Ji gfe g"
2041,Project Mc²,Family,6.0,"McKeyla, Adrie  e, Bryde , a d Camry  are four super smart a d scie ce-skilled girls recruited to joi  the spy orga izatio , NOV8.","Stars:
Mika Abdalla, 
Ysa Pe arejo, 
Victoria Vida, 
Ge  eya Walto",838.0,26.0,2015–,,"Mika Abdalla, 
Ysa Pe arejo, 
Victoria Vida, 
Ge  eya Walto"
2042,Out in the Dark,"Crime, Drama, Roma ce",7.5,"A drama ce tered o  the love affair betwee  two me  o  opposite sides of the Mid-East co flict: Palesti ia  stude t Nimer a d Roy, a  Israeli lawyer.","Director:
Michael Mayer
| 
    Stars:
Nicholas Jacob, 
Michael Alo i, 
Jameel Khoury, 
Alo  Pdut",8009.0,96.0,2012,Michael Mayer,"Nicholas Jacob, 
Michael Alo i, 
Jameel Khoury, 
Alo  Pdut"
2043,The Expanding Universe of Ashley Garcia,Comedy,6.8,"Ashley Garcia, the world's o ly 15-a d-a-half-year-old robotics e gi eer a d rocket scie tist, gets the cha ce to work for NASA. She moves across the cou try to live with her U cle Victor, a pro football player tur ed high school coach.","Stars:
Pauli a Chávez, 
Bella Podaras, 
Reed Horstma  , 
Co or Husti g",960.0,79.0,2020,,"Pauli a Chávez, 
Bella Podaras, 
Reed Horstma  , 
Co or Husti g"
2044,Once Upon a Time in London,Crime,5.6,"I  the 1930s, orga ized crime came to E gla d. The Italia  Sabi is a d E glish White family i  West E d domi ated the Lo do  u derworld. Come WWII a d Jack ""Spot"" took over a d later Billy Hill.","Director:
Simo  Rumley
| 
    Stars:
Terry Sto e, 
A dy Beckwith, 
Josh Myers, 
Christopher Du  e",5578.0,111.0,2019,Simo  Rumley,"Terry Sto e, 
A dy Beckwith, 
Josh Myers, 
Christopher Du  e"
2045,Namjachingoo,"Drama, Roma ce",7.2,"Brought together by fate, a woma  who seems to have everythi g a d a you g ma  who seems to have  othi g decides to give up a  ordi ary life to be together.","Stars:
Park Bo-Gum, 
So g Hye-Kyo, 
Su -You g Kwak, 
Seu g-jo Ja g",940.0,60.0,2018–2019),,"Park Bo-Gum, 
So g Hye-Kyo, 
Su -You g Kwak, 
Seu g-jo Ja g"
2046,Merry Happy Whatever,Comedy,6.3,A stro g-willed patriarch must bala ce the dema ds of his complicated family with the stress of the Christmas seaso  whe  his you gest daughter comes home for the holidays with a  ew boyfrie d.,"Stars:
De  is Quaid, 
Bridgit Me dler, 
Bre t Mori , 
Ashley Tisdale",4010.0,26.0,2019,,"De  is Quaid, 
Bridgit Me dler, 
Bre t Mori , 
Ashley Tisdale"
2047,A Shaun the Sheep Movie: Farmageddon,"A imatio , Adve ture, Comedy",6.8,"Whe  a  alie  with amazi g powers crash-la ds  ear Mossy Bottom Farm, Shau  the Sheep goes o  a missio  to shepherd the i tergalactic visitor home before a si ister orga izatio  ca  capture her.","Directors:
Will Becher, 
Richard Phela 
| 
    Stars:
Justi  Fletcher, 
Joh  Sparkes, 
Amalia Vitale, 
Kate Harbour",12154.0,86.0,2019,"Will Becher, 
Richard Phela","Justi  Fletcher, 
Joh  Sparkes, 
Amalia Vitale, 
Kate Harbour"
2048,Il Divin Codino,"Biography, Drama, Sport",6.1,"Biographical film about Italia  footballer Roberto Baggio, a ma  who i spired e tire ge eratio s to play football. A u ique footballer, capable of thrilli g fa s all over the world.","Director:
Letizia Lamartire
| 
    Stars:
A drea Arca geli, 
Vale ti a Bellè, 
Thomas Trabacchi, 
A drea Pe  acchi",3523.0,91.0,2021,Letizia Lamartire,"A drea Arca geli, 
Vale ti a Bellè, 
Thomas Trabacchi, 
A drea Pe  acchi"
2049,Anima,"Short, Music",7.7,"I  a short musical film directed by Paul Thomas A derso , Thom Yorke of Radiohead scores a d stars i  a mi d-be di g visual piece. Best played loud.","Director:
Paul Thomas A derso 
| 
    Stars:
Thom Yorke, 
Daja a Ro cio e, 
Frida Dam Seidel, 
Joseba Yerro Izaguirre",10114.0,15.0,2019,Paul Thomas A derso,"Thom Yorke, 
Daja a Ro cio e, 
Frida Dam Seidel, 
Joseba Yerro Izaguirre"
2051,Errementari,"Fa tasy, Horror",6.4,A quiet village is throw  i to turmoil upo  disturbi g a reclusive a d feared blacksmith rumored to be i  league with the devil.,"Director:
Paul Urkijo Alijo
| 
    Stars:
Ka dido Ura ga, 
Uma Bracaglia, 
E eko Sagardoy, 
Ramó  Agirre",10462.0,98.0,2017,Paul Urkijo Alijo,"Ka dido Ura ga, 
Uma Bracaglia, 
E eko Sagardoy, 
Ramó  Agirre"
2052,If Anything Happens I Love You,"A imatio , Short, Drama",7.8,"I  the aftermath of tragedy, two grievi g pare ts jour ey through a  emotio al void as they mour  the loss of a child.","Directors:
Michael Govier, 
Will McCormack",13086.0,13.0,2020,"Michael Govier, 
Will McCormack",
2053,Was wir wollten,Drama,5.8,A couple faci g fertility issues fi ds their marriage tested o  a vacatio  to a Sardi ia  resort - a d the family  ext door o ly adds to the te sio .,"Director:
Ulrike Kofler
| 
    Stars:
Lavi ia Wilso , 
Elyas M'Barek, 
A  a U terberger, 
Lukas Spisser",1545.0,93.0,2020,Ulrike Kofler,"Lavi ia Wilso , 
Elyas M'Barek, 
A  a U terberger, 
Lukas Spisser"
2054,The Swimmers,Drama,6.0,A story of the miraculous jour ey made by swimmi g sisters Yusra a d Sarah Mardi i who fled as refugees from war-tor  Syria all the way to the 2016 Rio Olympics.,"Director:
Sally El Hosai i
| 
    Stars:
Matthias Schweighöfer, 
Alfredo Tavares, 
Ali Sulima , 
James Krish a Floyd",21652.736861313868,79.0,2022,Sally El Hosai i,"Matthias Schweighöfer, 
Alfredo Tavares, 
Ali Sulima , 
James Krish a Floyd"
2055,The Perfect Find,"Comedy, Drama, Roma ce",6.0,"Will a forty-year-old woma  with everythi g o  the li e - her high-stakes career, ticki g biological clock, ba k accou t - risk it all for a  i te sely lusty secret roma ce with the o e perso  who could destroy her comeback, for good?","Director:
Numa Perrier
| 
    Stars:
Gabrielle U io , 
Gi a Torres, 
Aisha Hi ds, 
Ja et Hubert",21652.736861313868,79.0,Unknown,Numa Perrier,"Gabrielle U io , 
Gi a Torres, 
Aisha Hi ds, 
Ja et Hubert"
2056,Hanyô no Yashahime,"A imatio , Actio , Adve ture",7.2,"A  adve ture followi g Sesshomaru's half-demo  twi  daughters, Towa a d Setsu a, as they discover the mysteries of their past alo g with Moroha, the daughter of I uyasha a d Kagome.","Stars:
Sara Matsumoto, 
Mikako Komatsu, 
Kira Buckla d, 
Erica Me dez",705.0,79.0,2020–,,"Sara Matsumoto, 
Mikako Komatsu, 
Kira Buckla d, 
Erica Me dez"
2057,Pokémon: Mewtwo Strikes Back - Evolution,"A imatio , Actio , Family",5.7,"After a scie tific experime t leads to the creatio  of a clo e of Mewtwo, he sets out to destroy the world. Ash a d his frie ds the  decide to thwart Mewtwo's evil pla s.","Directors:
Moto ori Sakakibara, 
Tetsuo Yajima, 
Ku ihiko Yuyama
| 
    Stars:
Sarah Natoche  y, 
Da  Gree , 
Bill Rogers, 
Michele K otz",4870.0,98.0,2019,"Moto ori Sakakibara, 
Tetsuo Yajima, 
Ku ihiko Yuyama","Sarah Natoche  y, 
Da  Gree , 
Bill Rogers, 
Michele K otz"
2058,ADN,Drama,5.9,"After the loss of her gra dfather, Maïwe   explores her heritage a d her Algeria  roots.","Director:
Maïwe  
| 
    Stars:
Fa  y Arda t, 
Louis Garrel, 
Dyla  Robert, 
Mari e Vacth",733.0,90.0,2020,Maïwe,"Fa  y Arda t, 
Louis Garrel, 
Dyla  Robert, 
Mari e Vacth"
2059,Ssanggabpocha,"Comedy, Fa tasy, Mystery",8.1,A you g ma  with a  u ique ability begi s worki g for a ce turies-old bar ow er who resolves her customers' emotio al troubles by e teri g their dreams.,"Stars:
Hwa g Jeo g-eum, 
Su g-Jae Yook, 
Choi Wo you g, 
Lee Joo -hyuk",1414.0,70.0,2020,,"Hwa g Jeo g-eum, 
Su g-Jae Yook, 
Choi Wo you g, 
Lee Joo -hyuk"
2062,Walk. Ride. Rodeo.,"Biography, Drama",6.4,A courageous tee ager is determi ed to resume competitive rodeo mo ths after her paralyzi g spi al cord i jury.,"Director:
Co or Ally 
| 
    Stars:
Spe cer Locke, 
Missi Pyle, 
Bailey Chase, 
Alyvia Aly  Li d",2114.0,100.0,2019,Co or Ally,"Spe cer Locke, 
Missi Pyle, 
Bailey Chase, 
Alyvia Aly  Li d"
2063,Marseille,Drama,6.9,"A tale of power, corruptio  a d redemptio  set agai st the rich backdrop of the Fre ch port city of Marseille.","Stars:
Kare  Strassma , 
A  e Yatco, 
Gérard Depardieu, 
Be oît Magimel",4830.0,41.0,2016–2018),,"Kare  Strassma , 
A  e Yatco, 
Gérard Depardieu, 
Be oît Magimel"
2064,Wildflower,"Drama, Thriller",5.3,A college stude t struggli g with a pai ful childhood begi s to have a reoccurri g  ightmare that compels her to co fro t her past a d restore her faith.,"Director:
Nicholas DiBella
| 
    Stars:
Nathalia Ramos, 
Cody Lo go, 
Alexa Rose Steele, 
Be jami  Ashbrook",866.0,92.0,2014,Nicholas DiBella,"Nathalia Ramos, 
Cody Lo go, 
Alexa Rose Steele, 
Be jami  Ashbrook"
2065,A Cinderella Story: Christmas Wish,"Comedy, Family, Fa tasy",5.3,"Despite her vai  stepmother a d mea  stepsisters, a  aspiri g si ger works as a  elf at a Christmas tree lot a d fi ds her ow  holiday miracle.","Director:
Michelle Joh sto 
| 
    Stars:
Laura Mara o, 
Gregg Sulki , 
Isabella Gomez, 
Joha  ah Newmarch",5237.0,85.0,2019,Michelle Joh sto,"Laura Mara o, 
Gregg Sulki , 
Isabella Gomez, 
Joha  ah Newmarch"
2066,Damascus Cover,Thriller,5.2,A spy  avigates the precarious terrai  of love a d survival duri g a  u dercover missio  i  Syria.,"Director:
Da iel Zelik Berk
| 
    Stars:
Jo atha  Rhys Meyers, 
Olivia Thirlby, 
Jürge  Proch ow, 
Igal Naor",2574.0,93.0,2017,Da iel Zelik Berk,"Jo atha  Rhys Meyers, 
Olivia Thirlby, 
Jürge  Proch ow, 
Igal Naor"
2067,Yojôhan shinwa taikei,"A imatio , Comedy, Drama",8.5,"Whe  a  ameless stude t at Kyoto U iversity e cou ters a demigod o e  ight, he asks to relive the past three years i  order to wi  the heart of Ms. Akashi, the object of his affectio .","Stars:
Shi tarô Asa uma, 
Hiroyuki Yoshi o, 
Ri  Mizuhara, 
Maaya Sakamoto",3362.0,253.0,2010,,"Shi tarô Asa uma, 
Hiroyuki Yoshi o, 
Ri  Mizuhara, 
Maaya Sakamoto"
2068,Ofrenda a la tormenta,"Crime, Thriller",6.2,I spector Amaia Salazar co fro ts the origi s of her  ightmares as she u folds the darkest secrets of the Bazta  valley.,"Director:
Fer a do Go zález Moli a
| 
    Stars:
Marta Etura, 
Leo ardo Sbaraglia, 
Ne e, 
Fra cesc Orella",5473.0,139.0,2020,Fer a do Go zález Moli a,"Marta Etura, 
Leo ardo Sbaraglia, 
Ne e, 
Fra cesc Orella"
2069,Heartstopper,"Drama, Roma ce",6.0,"Charlie, a highly stru g, ope ly gay over-thi ker, a d Nick, a cheerful soft-hearted rugby player, meet at a British all-boys grammar school. Frie dship blooms quickly, but could there be ...                See full summary »","Stars:
Cori  a Brow , 
Kit Co  or, 
Sebastia  Croft, 
Tobie Do ova",21652.736861313868,79.0,Unknown,,"Cori  a Brow , 
Kit Co  or, 
Sebastia  Croft, 
Tobie Do ova"
2070,Jenni Rivera: Mariposa de Barrio,"Drama, Musical",7.3,"The i spiri g a d poig a t story will follow i  the footsteps of Je  i Rivera towards a dream of fame; A  autobiographical jour ey from birth, based o  her book ""U breakable"", as well as ...                See full summary »","Stars:
Gabriel Porras, 
Rosali da Rodríguez, 
A gélica Celaya, 
Adria  Carvajal",211.0,45.0,2017–,,"Gabriel Porras, 
Rosali da Rodríguez, 
A gélica Celaya, 
Adria  Carvajal"
2071,Bruised,"Drama, Sport",7.2,A disgraced MMA fighter fi ds redemptio  i  the cage a d the courage to face her demo s whe  the so  she had give  up as a  i fa t u expectedly ree ters her life.,"Director:
Halle Berry
| 
    Stars:
Halle Berry, 
Stephe  McKi ley He derso , 
Ada  Ca to, 
Shamier A derso",47.0,129.0,2020,Halle Berry,"Halle Berry, 
Stephe  McKi ley He derso , 
Ada  Ca to, 
Shamier A derso"
2072,Shinchô yûsha ~ kono yûsha ga ore TUEEE kuse ni shinchô sugiru ~,"A imatio , Actio , Adve ture",7.4,"The goddess Rista summo s a hero to help her hard mode video game-like world. The hero, Seiya, is exceptio al i  every way, but he is i credibly cautious. He does thi gs like buy three sets...                See full summary »","Stars:
Yuichiro Umehara, 
Aki Toyosaki, 
A tho y Bowli g, 
Jamie Marchi",1657.0,23.0,2019,,"Yuichiro Umehara, 
Aki Toyosaki, 
A tho y Bowli g, 
Jamie Marchi"
2073,The Disciple,"Drama, Music",7.2,"Self-doubt, sacrifice a d struggle co verge i to a  existe tial crisis for a devoted classical vocalist as the mastery he strives for remai s elusive.","Director:
Chaita ya Tamha e
| 
    Stars:
Aditya Modak, 
Aru  Dravid, 
Sumitra Bhave, 
Deepika Bhide Bhagwat",1686.0,129.0,2020,Chaita ya Tamha e,"Aditya Modak, 
Aru  Dravid, 
Sumitra Bhave, 
Deepika Bhide Bhagwat"
2074,Pariah,Drama,7.2,"A Brookly  tee ager juggles co flicti g ide tities a d risks frie dship, heartbreak, a d family i  a desperate search for sexual expressio .","Director:
Dee Rees
| 
    Stars:
Adepero Oduye, 
Kim Waya s, 
Aasha Davis, 
Per ell Walker",6525.0,86.0,2011,Dee Rees,"Adepero Oduye, 
Kim Waya s, 
Aasha Davis, 
Per ell Walker"
2075,Bonusfamiljen,"Comedy, Drama",7.6,A drama series explori g the complexities of relatio ships i  moder  family life i  Norther  Europe.,"Stars:
Vera Vitali, 
Erik Joha sso , 
Fredrik Hallgre , 
Fra k Dorsi",2864.0,44.0,2017–,,"Vera Vitali, 
Erik Joha sso , 
Fredrik Hallgre , 
Fra k Dorsi"
2076,Historia de un crimen: Colmenares,Crime,7.3,"After goi g to a Hallowee  party, college stude t Luis A drés Colme ares is fou d dead. Was it a  accide t or murder? I spired by true eve ts.","Stars:
Er esto Campos, 
Carlos Carvajal, 
Camila Jurado, 
Fabia a Medi a",735.0,79.0,2019,,"Er esto Campos, 
Carlos Carvajal, 
Camila Jurado, 
Fabia a Medi a"
2077,Boy Meets Girl,"Comedy, Drama, Roma ce",7.1,"Boy Meets Girl is a fu  y, te der, sex positive roma tic comedy that explores what it mea s to be a real ma  or woma , a d how importa t it is to live a courageous life  ot letti g fear sta d i  the way of goi g after your dreams.","Director:
Eric Schaeffer
| 
    Stars:
Michael Welch, 
Michelle He dley, 
Alexa dra Turshe , 
Michael Gala te",4391.0,95.0,2014,Eric Schaeffer,"Michael Welch, 
Michelle He dley, 
Alexa dra Turshe , 
Michael Gala te"
2078,Børning 3,"Actio , Comedy",5.1,"The third a d fi al i stallme t i  the Bur out trilogy. This time, the road leads trough Norway, to Swede , De mark a d fi ally Germa y to race o  the famous raci g track, Nürburgri g.","Director:
Hallvard Bræi 
| 
    Stars:
A ders Baasmo Christia se , 
Sve  Nordi , 
Otto Jesperse , 
Kathri e Thorborg Joha se",1916.0,100.0,2020,Hallvard Bræi,"A ders Baasmo Christia se , 
Sve  Nordi , 
Otto Jesperse , 
Kathri e Thorborg Joha se"
2079,Sonic Boom,"A imatio , Short, Actio",6.9,"23 years after the origi al So ic the Hedgehog video game, fast, ha dsome, a d arroga t hero So ic co ti ues to fight his arch  emesis, Dr. Eggma . Alo g with Tails, K uckles, Amy, a d a  ew recruit  amed Sticks.","Stars:
Roger Craig Smith, 
Ci dy Robi so , 
Collee  O'Shaugh essey, 
Travis Willi gham",5452.0,11.0,2014–2017),,"Roger Craig Smith, 
Ci dy Robi so , 
Collee  O'Shaugh essey, 
Travis Willi gham"
2080,Video Game High School,"Actio , Roma ce, Sci-Fi",7.6,"I  a futuristic world where gami g is the top sport, a tee ager atte ds a school which specializes i  a curriculum of video games i  each ge re.","Stars:
Josh Blaylock, 
Ellary Porterfield, 
Joha  a Braddy, 
Jimmy Wo g",12922.0,42.0,2012–2014),,"Josh Blaylock, 
Ellary Porterfield, 
Joha  a Braddy, 
Jimmy Wo g"
2081,Berserk: Ougon jidai-hen III - Kourin,"A imatio , Actio , Adve ture",7.9,A year has passed si ce Guts parted ways with Griffith. The Ba d of the Hawk is plotti g a rescue missio  to save Griffith who is co fi ed to priso .,"Director:
Toshiyuki Kubooka
| 
    Stars:
Marc Diraiso , 
Hiroaki Iwa aga, 
Carrie Kera e , 
Takahiro Sakurai",8987.0,110.0,2013,Toshiyuki Kubooka,"Marc Diraiso , 
Hiroaki Iwa aga, 
Carrie Kera e , 
Takahiro Sakurai"
2082,My Perfect Landing,Family,6.3,"My Perfect La di g follows a family of gym asts through their struggles of deali g with a life-cha gi g move from Miami to Toro to, Ca ada.","Stars:
Morga  Wigle, 
Tom Hulshof, 
Hele a Marie, 
Shaw  Thompso",131.0,79.0,2020–,,"Morga  Wigle, 
Tom Hulshof, 
Hele a Marie, 
Shaw  Thompso"
2083,Operation Avalanche,"Drama, Mystery, Thriller",6.1,"I  1967, four u dercover CIA age ts were se t to NASA posi g as a docume tary film crew. What they discovered led to o e of the biggest co spiracies i  America  history.","Director:
Matt Joh so 
| 
    Stars:
Matt Joh so , 
Owe  Williams, 
A drew Appelle, 
Jared Raab",6983.0,94.0,2016,Matt Joh so,"Matt Joh so , 
Owe  Williams, 
A drew Appelle, 
Jared Raab"
2084,AK vs AK,"Actio , Comedy, Crime",6.9,"A filmmaker kid aps the daughter of a movie star, a d while the star searches for his daughter the director films the desperate search i  real time for his  ext blockbuster movie.","Director:
Vikramaditya Motwa e
| 
    Stars:
A il Kapoor, 
A urag Kashyap, 
So am Kapoor, 
Harshvardha  Kapoor",12797.0,108.0,2020,Vikramaditya Motwa e,"A il Kapoor, 
A urag Kashyap, 
So am Kapoor, 
Harshvardha  Kapoor"
2085,Some Assembly Required,"Comedy, Family",3.7,A 14-year-old takes ow ership of a toy compa y a d hires a group of his frie ds to help him create amazi g  ew toys.,"Stars:
Kolto  Stewart, 
Harriso  Houde, 
Syd ey Scotia, 
Charlie Storwick",788.0,79.0,2014–,,"Kolto  Stewart, 
Harriso  Houde, 
Syd ey Scotia, 
Charlie Storwick"
2086,Rugal,"Actio , Crime, Sci-Fi",6.4,"Based off the webtoo  of the same  ame, it's the story of a police officer whose attempt to bri g dow  a  atio wide crimi al orga izatio  e ds up with him losi g everythi g he holds dear.","Stars:
Choi Ji -Hyuk, 
Do g-Hyuk Cho, 
Hye-i  Jeo g, 
Mi -Sa g Kim",672.0,60.0,2020–,,"Choi Ji -Hyuk, 
Do g-Hyuk Cho, 
Hye-i  Jeo g, 
Mi -Sa g Kim"
2087,Yojo Senki: Saga of Tanya the Evil,"A imatio , Actio , Adve ture",7.6,"A girl with blo d hair, blue eyes, a d porcelai  ski  fights o  the fro t li es of a brutal war a d climbs the ra ks of the imperial army.","Stars:
Amber Lee Co  ors, 
Mo ica Rial, 
Aoi Yûki, 
Joe Cuci otti",2461.0,24.0,2017–,,"Amber Lee Co  ors, 
Mo ica Rial, 
Aoi Yûki, 
Joe Cuci otti"
2088,Legado en los huesos,"Crime, Thriller",6.3,I spector Amaia Salazar retur s to the Baztá 's valley for a  ew case. A d this time eve  the most beloved for her will  ot be safe.,"Director:
Fer a do Go zález Moli a
| 
    Stars:
Marta Etura, 
Ne e, 
Leo ardo Sbaraglia, 
Fra cesc Orella",7865.0,121.0,2019,Fer a do Go zález Moli a,"Marta Etura, 
Ne e, 
Leo ardo Sbaraglia, 
Fra cesc Orella"
2089,Rebel Ridge,"Actio , Thriller",6.0,"A high-velocity thriller that explores systemic America  i justices through bo e-breaki g actio  seque ces, suspe se a d dark humor.","Director:
Jeremy Saul ier
| 
    Stars:
A  aSophia Robb, 
James Badge Dale, 
James Cromwell, 
Do  Joh so",21652.736861313868,79.0,Unknown,Jeremy Saul ier,"A  aSophia Robb, 
James Badge Dale, 
James Cromwell, 
Do  Joh so"
2090,El vecino,"Actio , Comedy",6.6,"Javier is goi g through a bad patch: he ca  hardly make it to the e d of the mo th, his busi ess of T-shirts with de-motivatio al sloga s is  ot quite getti g the atte tio , a d his ...                See full summary »","Stars:
Quim Gutiérrez, 
Clara Lago, 
Adriá  Pi o, 
Catali a Sopela a",1945.0,30.0,2019–2021),,"Quim Gutiérrez, 
Clara Lago, 
Adriá  Pi o, 
Catali a Sopela a"
2091,Stay Close,"Crime, Drama, Mystery",6.0,"The lives of a photojour alist, a soccer mom a d a homicide detective are disturbed by a terrible eve t from the past.","Stars:
Betha y A to ia, 
Richard Armitage, 
Da iel Fra cis, 
Jo Joy er",21652.736861313868,79.0,Unknown,,"Betha y A to ia, 
Richard Armitage, 
Da iel Fra cis, 
Jo Joy er"
2092,Inside the World's Toughest Prisons,Docume tary,7.1,"Imagi e bei g i  jail. Now imagi e livi g i  a foreig  cou try. Scary? Paul Co  elly takes you i side these jails. He shows what livi g co ditio s are for the i mates, as well as the guards. You'll  ever look at priso  the same.","Stars:
Raphael Rowe, 
Paul Co  elly, 
Robi",2457.0,47.0,2016–2021),,"Raphael Rowe, 
Paul Co  elly, 
Robi"
2093,Higurashi: When They Cry - GOU,"A imatio , Drama, Horror",7.1,"Keiichi Maebara is i  his  ew home i  the peaceful Hi amizawa village, maki g frie ds with girls from school. He's here for a big festival. But somethi g about this tow  seems off, with that fear what dark secrets ca  this small tow  hide?","Stars:
Sôichirô Hoshi, 
Yukari Tamura, 
Mai Nakahara, 
Khoi Dao",356.0,79.0,2020–2021),,"Sôichirô Hoshi, 
Yukari Tamura, 
Mai Nakahara, 
Khoi Dao"
2094,Windfall,"Drama, Thriller",6.0,A you g couple who arrive at their vacatio  home o ly to fi d it's bei g robbed.,"Director:
Charlie McDowell
| 
    Stars:
Jesse Plemo s, 
Lily Colli s, 
Jaso  Segel, 
Omar Leyva",21652.736861313868,79.0,2022,Charlie McDowell,"Jesse Plemo s, 
Lily Colli s, 
Jaso  Segel, 
Omar Leyva"
